route_key,final_seatcount
2025-01-02_47_30,1791.249380067541
2025-01-06_04_29,1145.6175146228584
2025-01-17_26_46,1620.0710274609237
2025-01-15_36_41,4078.2248665306893
2025-02-13_02_21,1448.2754654294506
2025-02-10_31_02,2639.967334541871
2025-02-22_46_35,2738.9657442923085
2025-01-07_23_13,1249.1628072202884
2025-02-25_02_21,1316.255241664695
2025-02-22_07_36,1774.7195997283231
2025-01-01_47_02,2162.8271568306077
2025-01-14_45_34,1169.007413791511
2025-02-15_45_05,1909.4678483244666
2025-01-02_47_06,1299.390324425245
2025-02-08_14_30,1987.3052900806272
2025-01-02_46_18,1244.068578545329
2025-02-09_14_30,3195.000775062659
2025-02-08_28_45,2018.0069446948305
2025-01-26_47_03,1308.2071209551734
2025-02-04_44_46,1855.3111428427326
2025-01-17_47_02,1882.7830129116203
2025-02-03_11_36,2526.0375488365044
2025-01-12_18_46,1823.8937899234234
2025-01-31_45_09,4502.16569617015
2025-02-01_32_19,2068.1793085143127
2025-01-26_40_02,3247.55916248551
2025-02-24_02_14,1107.6846181347544
2025-01-11_13_23,1985.9945819710967
2025-02-15_45_09,3261.5710343959095
2025-01-04_48_45,2404.460057387143
2025-01-01_23_13,1453.9696695020284
2025-01-23_36_27,1035.3620660599918
2025-01-27_37_36,913.5836651447314
2025-01-03_36_22,1177.857536278233
2025-02-21_44_45,1038.2101499333955
2025-02-23_46_33,1842.3956003834671
2025-01-30_28_45,1805.030887516031
2025-01-19_45_48,2058.927740578313
2025-01-03_18_46,1359.3694299377753
2025-01-31_36_12,2789.135132354464
2025-01-18_35_46,4854.600886906293
2025-02-18_45_34,1166.251141727464
2025-01-17_31_02,1749.6689082820792
2025-02-11_36_41,3012.6726121201896
2025-02-23_41_36,4040.63853592464
2025-01-17_02_40,2927.743357596181
2025-01-24_45_05,1758.0311501703309
2025-02-17_15_46,1539.4266984788871
2025-02-20_11_36,2129.304712712659
2025-01-11_09_45,3025.2636264424855
2025-02-27_45_46,4376.271384078886
2025-01-21_46_35,1230.8984438549583
2025-02-09_47_30,2188.463613205068
2025-01-18_46_48,4692.588062223767
2025-01-22_13_23,1881.7486180449387
2025-01-23_11_36,1244.1430374331412
2025-02-28_46_35,5110.349828544038
2025-01-11_45_48,3935.455713526832
2025-01-30_36_07,1433.4863778317938
2025-02-08_41_36,3077.6870977165154
2025-02-27_09_46,5073.3257152581955
2025-02-09_02_16,1467.1101927036254
2025-01-19_36_07,1518.4362713472788
2025-02-28_12_36,2273.841320365958
2025-01-28_47_43,1284.9225487362994
2025-02-23_28_45,3976.8843487050267
2025-02-27_45_48,2890.3430904613087
2025-02-16_02_19,2110.9096592420738
2025-02-18_02_24,1252.572756581847
2025-02-26_45_48,2230.190873394071
2025-01-07_02_30,1750.0786075467581
2025-02-14_46_44,3897.324071260685
2025-01-09_45_09,3615.8824900903096
2025-01-28_48_46,2422.4697634554805
2025-02-20_02_30,2045.2265733872212
2025-02-12_31_02,1532.7223429803055
2025-02-18_36_07,1374.7028964518645
2025-02-05_36_37,3612.3670749322064
2025-01-13_45_46,4583.681634215358
2025-02-14_23_25,1466.069766536984
2025-01-12_05_47,3961.823292395529
2025-01-06_28_45,1983.1638600543654
2025-01-28_27_36,1200.8849059647887
2025-02-06_37_36,1897.8410311838684
2025-01-15_45_05,1933.5346039521544
2025-01-27_38_36,1198.2856107883363
2025-02-20_36_12,2141.3560987366845
2025-01-03_46_26,1589.8294294676587
2025-01-25_39_45,1826.1071669842045
2025-01-06_02_47,2001.622896222714
2025-02-10_45_03,1377.1017144647085
2025-02-28_46_20,2311.4197314940493
2025-01-27_02_21,1327.4567802072415
2025-02-07_45_05,2571.544987221717
2025-01-16_05_45,2766.435785258111
2025-01-07_47_02,1346.1313538868346
2025-01-04_23_13,2024.6192155298047
2025-02-17_26_46,1776.5578756466512
2025-01-24_43_47,1920.973976865003
2025-01-21_17_23,1211.8037802138876
2025-01-08_46_35,2984.653121042827
2025-02-25_32_19,1675.0925896621898
2025-02-28_15_46,1192.4569112074412
2025-02-17_07_36,1885.110643534403
2025-02-05_46_18,1461.8266252736178
2025-01-12_38_36,1273.876796383484
2025-01-09_22_36,1012.4396335922504
2025-01-21_30_14,1320.6993981691128
2025-02-14_47_06,2281.5100096289148
2025-02-19_28_47,1517.8385728549804
2025-01-27_13_23,3007.1880925332925
2025-02-10_20_46,2158.9051979862697
2025-01-27_11_36,1985.9785495614483
2025-02-19_46_26,1319.5954456323286
2025-02-03_36_11,1989.2861547359596
2025-01-28_46_44,1384.2510062372783
2025-01-10_36_07,2218.7242746622574
2025-01-18_42_45,1592.292492134013
2025-02-10_46_18,1632.8380270325874
2025-01-24_17_23,1171.7863078698608
2025-02-07_03_45,1367.7663789911144
2025-01-04_25_23,3605.149688674054
2025-02-07_45_39,3543.7670528051362
2025-01-21_37_36,321.04946780590967
2025-02-22_02_21,1597.1073940710687
2025-02-28_27_36,1830.217628618002
2025-01-03_47_28,2192.9986695491216
2025-01-23_02_21,1292.5487179317242
2025-02-04_04_29,1073.3727258535382
2025-02-01_47_28,2396.8380716034358
2025-01-26_47_28,1753.3106336986687
2025-01-21_45_44,881.1114014360943
2025-01-05_45_39,1324.3152020634275
2025-01-06_38_36,1153.4238517697127
2025-02-27_30_02,1518.0530419026848
2025-01-13_43_47,2398.2309395374577
2025-02-28_02_31,3331.6584548960154
2025-02-02_23_25,1183.715587736613
2025-01-11_12_36,1998.2687867205163
2025-01-02_09_46,4387.901515738345
2025-01-10_02_21,1617.1382869802192
2025-02-07_45_28,4752.040797366648
2025-01-14_02_24,1007.4166949409419
2025-02-24_46_45,4383.0856068663215
2025-02-08_08_47,1449.0450027290353
2025-02-24_19_30,2008.5616117734721
2025-01-26_39_45,3182.0349541321775
2025-01-20_23_13,1529.454078479852
2025-02-08_46_33,2540.8225962507336
2025-02-08_47_10,1350.4507403830805
2025-01-11_47_28,4139.191893180552
2025-02-08_36_41,3877.968782088211
2025-02-10_23_25,1295.9655293898504
2025-01-09_05_47,2099.0225510137557
2025-02-28_35_46,1651.93271983703
2025-02-19_40_02,2204.5736163853867
2025-01-11_46_35,6262.290380241927
2025-01-13_02_31,1299.523310617709
2025-02-24_46_44,1542.037613143318
2025-01-13_47_05,4457.041874381738
2025-02-11_47_08,1405.478587090559
2025-01-25_18_46,1911.9853942387492
2025-01-07_02_19,1433.9707451941713
2025-01-22_05_45,1953.1082134082917
2025-01-06_36_11,1505.6520365012416
2025-01-23_48_46,3135.1727425348736
2025-01-05_45_48,1255.6027636337792
2025-01-03_03_47,1135.1405569305705
2025-02-05_03_47,1408.6436823982478
2025-02-27_40_02,1948.5032891445962
2025-01-21_14_30,1487.191116648608
2025-01-25_46_26,1495.771432495797
2025-01-03_46_09,4351.088154421915
2025-02-16_02_01,1501.0179998399913
2025-02-24_19_32,2383.399540072186
2025-02-25_47_43,2084.813568066248
2025-01-24_27_36,1125.2788323296636
2025-01-10_02_01,1457.9888421596304
2025-02-15_31_02,2080.6162203606764
2025-01-15_02_40,2318.191635394704
2025-01-10_47_05,10336.480311035672
2025-01-04_02_16,1473.2752046555418
2025-02-05_40_02,2307.144462817611
2025-02-14_47_08,2186.100330154998
2025-02-27_47_28,2409.4557913695985
2025-01-20_47_45,4202.4469873323
2025-01-22_05_47,2470.175802222564
2025-01-20_02_01,1296.7377337548303
2025-01-04_14_30,1792.602406949327
2025-02-03_20_46,2031.5186180301464
2025-01-12_36_37,1180.7817601847719
2025-02-25_19_02,2061.1265627548246
2025-02-04_45_44,1005.9049898307306
2025-01-15_45_46,4151.472783331806
2025-01-31_03_45,1132.733440879347
2025-02-27_48_45,2071.79825675932
2025-01-02_36_11,1503.384686116143
2025-01-12_11_36,2137.37762833877
2025-02-15_37_36,5627.425533693989
2025-02-10_45_47,3876.528233356945
2025-01-12_19_30,1943.4631706186046
2025-02-09_36_37,4608.057781679998
2025-02-25_44_45,1064.16044006309
2025-01-28_47_46,1740.613485558403
2025-01-29_02_16,1298.0683204593354
2025-01-11_35_46,1942.9915942541766
2025-01-09_03_45,1306.8739204649673
2025-01-28_02_40,1955.9898665737169
2025-02-09_02_47,2370.175057366131
2025-01-16_38_36,775.0415902585186
2025-01-11_44_45,1057.9684858936678
2025-02-01_36_37,5001.843922269924
2025-01-24_02_16,1733.6360210311411
2025-01-30_46_35,2446.0772979597805
2025-02-19_45_03,1467.5164826756395
2025-02-27_46_09,4906.5819352176795
2025-01-09_47_10,2119.6619104364668
2025-01-30_11_36,1524.1251710361564
2025-02-24_48_46,3650.190998116552
2025-01-12_01_02,1431.709643496147
2025-01-25_23_25,1483.122759802291
2025-01-30_46_45,3135.008719877984
2025-01-14_05_47,5117.4209486399905
2025-02-22_19_30,1914.216185628067
2025-01-17_35_46,3194.120867409902
2025-02-21_09_45,2717.9684977199718
2025-02-01_02_16,1618.425208881661
2025-02-28_41_36,2742.5777155198807
2025-02-13_30_02,1477.6007021430137
2025-02-12_28_47,1970.185062948717
2025-01-08_47_43,4441.636383660512
2025-01-06_47_05,2481.7145387833593
2025-01-01_45_46,5868.176422217601
2025-01-05_41_36,4359.0214969906765
2025-01-05_46_48,4147.081467200212
2025-02-15_30_02,2843.8372972982443
2025-01-22_26_46,1334.623862163354
2025-01-13_19_02,1682.138046908696
2025-01-05_47_10,1391.5156256178834
2025-02-12_45_05,1863.6581820267527
2025-02-06_47_28,2740.69059808486
2025-02-28_47_43,3484.3093820957674
2025-01-22_02_19,1905.2175742547909
2025-01-13_45_03,1798.032815843341
2025-02-21_03_45,1231.7180060049839
2025-02-04_08_47,1255.7989917294665
2025-01-01_47_46,2268.2084119027395
2025-02-02_45_46,6319.039386880665
2025-02-27_47_45,3806.1934384953165
2025-01-26_17_23,1642.600331015214
2025-02-23_04_29,1285.6609672658235
2025-01-18_45_44,1465.9560651622176
2025-01-15_45_09,2794.5955685758945
2025-01-18_36_07,2271.0678412145944
2025-01-15_46_18,1443.1136758189468
2025-01-19_47_06,1225.6834069758613
2025-02-11_47_30,1483.6827876800987
2025-02-01_28_45,1962.5515826938397
2025-01-24_31_02,1687.749500334243
2025-02-14_30_14,2269.5451285024437
2025-01-30_36_11,1748.5938685275453
2025-01-07_02_01,1226.0158573264164
2025-02-09_30_02,2968.771950673255
2025-02-02_11_36,2981.346340018626
2025-01-04_47_43,2201.1888443449607
2025-01-05_16_02,2054.0539908161245
2025-01-01_11_36,1818.9398285044092
2025-01-11_26_46,2052.1214213127832
2025-01-24_01_02,1270.3840744496276
2025-02-22_28_45,2140.565982784928
2025-01-09_31_02,1602.7993372949602
2025-02-03_38_36,1848.9353826115748
2025-01-29_47_28,1864.9691268032059
2025-01-27_02_14,1174.0994665928556
2025-02-23_06_47,2250.919456711243
2025-02-04_07_36,1610.0166022046535
2025-02-13_33_46,726.80391328729
2025-02-18_23_13,1347.0617242158191
2025-02-20_41_36,2235.813889556752
2025-01-17_45_34,3045.348313062643
2025-02-04_46_45,4033.7464191729014
2025-02-26_02_21,1274.9032126508569
2025-02-05_02_14,1279.443722984143
2025-02-26_47_45,3679.4133896810267
2025-01-14_05_45,2762.986878228534
2025-01-19_33_46,4006.92919738993
2025-01-31_47_03,1546.5758447980736
2025-02-22_46_18,1779.478889067713
2025-01-03_30_14,1674.408193199324
2025-02-11_43_47,1664.0109881953035
2025-02-17_36_37,4621.416304255339
2025-01-10_21_02,1126.6383833118275
2025-01-25_02_30,3123.3443392711442
2025-01-22_30_14,1099.7003208794654
2025-01-16_18_46,3678.25784996346
2025-01-15_47_45,4171.164175342812
2025-02-28_45_42,2733.3026044227404
2025-01-26_45_34,1464.6605541805484
2025-02-24_28_45,2602.5391020688685
2025-01-16_36_37,608.9864204955591
2025-02-25_18_46,1351.1273209928356
2025-01-31_12_36,3058.5888900739947
2025-02-14_38_36,1723.7278095066938
2025-02-25_36_22,1397.1265356847173
2025-02-15_46_26,1809.8769879585861
2025-02-02_13_23,2609.5095336060886
2025-02-03_48_46,5588.333503328115
2025-02-03_18_46,2479.548724900266
2025-01-24_40_02,2410.305985899278
2025-01-19_02_31,1639.8869374094043
2025-01-29_47_06,1064.3961412713304
2025-01-25_42_45,1586.4055062924324
2025-02-22_36_27,1685.9535068629696
2025-02-18_42_45,1526.5713961360802
2025-01-26_02_24,1183.7156839344962
2025-01-12_46_47,1497.075467739285
2025-01-24_47_02,2105.6436140792334
2025-02-13_46_35,2541.3826860099202
2025-02-03_09_46,6027.785900272482
2025-01-26_36_27,910.2682772030961
2025-02-20_32_19,1835.3690495821622
2025-02-26_48_46,4023.8310365794105
2025-02-12_23_13,1445.1386831760135
2025-02-09_15_46,2515.9952526074376
2025-02-19_31_02,1760.1870283524993
2025-01-18_41_36,3854.3148769390764
2025-02-02_46_20,2074.417444487217
2025-01-20_45_03,1110.2560321300853
2025-02-22_22_36,1631.6670975856782
2025-01-30_35_46,1432.0800534507962
2025-02-01_30_02,2734.7579343677917
2025-01-05_31_02,3058.722509284279
2025-01-21_47_02,1396.7953204625362
2025-02-22_08_47,1734.638239733631
2025-01-13_44_46,2411.3801678504647
2025-01-28_36_27,1116.483421627149
2025-02-25_22_36,1262.3119724930623
2025-01-26_45_03,1048.2583034770244
2025-02-22_45_34,2114.4845041593003
2025-02-14_36_11,3803.6195661533643
2025-02-09_19_02,2972.770988058994
2025-01-11_46_09,7182.061716799561
2025-01-29_47_02,1354.489748924756
2025-02-02_45_39,1684.4854168863283
2025-01-13_17_23,1497.4434601316366
2025-02-21_47_02,2302.0887932506726
2025-01-12_36_12,1576.7373405438004
2025-02-07_17_23,1146.5071350960686
2025-02-10_19_30,1901.144950711292
2025-02-09_22_36,2001.305336971041
2025-01-05_07_36,2658.1864706600404
2025-02-20_43_47,1930.3066180631433
2025-01-13_30_02,2098.658467880981
2025-02-26_45_05,1721.0612847542197
2025-01-19_45_05,1478.1559438049765
2025-02-12_36_27,1608.027489179741
2025-02-01_45_05,1759.8337175580132
2025-02-06_44_45,983.3386694330954
2025-02-07_05_47,2693.9733626363272
2025-02-22_36_11,3138.2561381126625
2025-01-13_46_18,3319.04711937199
2025-01-27_25_23,1650.043456409786
2025-02-25_12_36,1675.1261491356283
2025-02-18_37_36,3532.060764572913
2025-02-01_02_47,1919.6637489648813
2025-02-13_26_46,1399.23182090202
2025-01-09_46_45,2996.922281916666
2025-01-07_09_46,3441.739824726938
2025-01-26_36_12,1880.191544926651
2025-01-30_45_39,2539.7036130522815
2025-01-23_02_30,1535.7647684885885
2025-02-04_45_05,1639.4486333754867
2025-01-06_25_23,1429.877928239561
2025-02-07_45_09,4661.145328097958
2025-01-23_47_03,1043.1428054968912
2025-01-01_04_29,1150.77856312801
2025-01-17_46_33,1321.4911297198532
2025-01-08_28_45,1441.8374360959865
2025-02-24_47_45,3912.5599671405485
2025-01-30_46_09,4569.997285125384
2025-02-03_46_48,2905.5765744490045
2025-01-14_46_47,1724.7257484673423
2025-01-29_30_14,1231.4414312106226
2025-01-25_02_16,1525.8679031503007
2025-01-04_22_36,1275.6560294051312
2025-01-28_23_25,1001.082236723291
2025-02-12_46_26,1426.5581622378072
2025-02-19_09_45,2713.243343714591
2025-02-04_47_43,1930.6045546959692
2025-01-30_47_05,2343.4270894309384
2025-02-03_47_46,1845.6427588147594
2025-01-31_36_07,1900.2976756835399
2025-01-23_23_13,2122.3468384083535
2025-01-10_28_47,2342.19644856068
2025-02-13_46_26,1415.3557247883164
2025-01-30_34_45,1283.4096861587127
2025-01-12_46_45,4187.44730900552
2025-02-12_42_45,1354.6291778306502
2025-01-23_46_15,1248.5743502626826
2025-02-09_19_32,2850.8169119260433
2025-01-19_36_12,1814.5688188797824
2025-02-11_25_23,1480.3607060987804
2025-01-28_47_45,3060.6271032317036
2025-02-18_45_48,1489.015394854195
2025-01-19_46_48,4302.320638326618
2025-02-06_40_02,1896.0088052339636
2025-02-06_05_47,2463.1909583978104
2025-02-05_09_45,2630.9755738800804
2025-01-24_47_46,2447.2570812643057
2025-01-21_47_28,1385.7602956806154
2025-01-22_37_36,344.21413305506684
2025-02-06_47_05,3426.7257632977526
2025-02-27_46_33,902.0961822291941
2025-01-01_19_02,2475.0811262937186
2025-02-12_46_15,1074.7965974030094
2025-01-27_45_34,1172.8513330819478
2025-02-04_47_08,1174.8989341060121
2025-02-17_19_30,1732.2043498714766
2025-02-12_01_02,1220.4445397758107
2025-02-11_37_36,2595.1880976216935
2025-01-12_02_30,2929.3126796157353
2025-01-05_47_06,1628.8217126800894
2025-01-04_05_47,2397.7639377042365
2025-01-15_45_47,3897.5570171000527
2025-01-04_46_33,1183.7923435880425
2025-02-15_08_47,1768.41728381453
2025-02-28_36_27,2313.664922913231
2025-02-08_03_45,1478.156346922461
2025-02-05_47_43,2440.7278121819354
2025-01-05_32_19,2305.2954277973986
2025-02-17_40_02,2613.241170921374
2025-02-21_09_46,4289.634044312992
2025-01-29_17_23,1203.8918577200097
2025-02-10_45_44,1039.4789297312575
2025-01-07_16_02,1340.8381057741863
2025-02-25_46_15,1240.7136360299164
2025-02-26_02_31,2101.0304352419976
2025-01-12_03_47,2188.6270903346617
2025-02-26_02_16,1311.3816412210472
2025-01-15_46_45,4130.538047540028
2025-02-13_44_46,1597.972824545611
2025-01-30_46_15,2016.9498104863644
2025-02-01_47_43,2012.1018269827835
2025-02-24_07_36,1919.0522844641137
2025-02-22_05_47,2755.0179921247664
2025-02-08_02_21,1533.8324382555058
2025-01-01_03_45,2245.011460624445
2025-02-12_02_47,1685.2951273251101
2025-01-09_30_14,1349.6254531160118
2025-01-15_36_22,1111.2436458302739
2025-02-28_36_12,2287.479702911339
2025-01-20_45_46,3890.5164543214178
2025-01-18_47_03,1468.6155980975477
2025-01-25_01_02,1220.6531043911032
2025-01-28_01_02,1286.8940906230262
2025-01-08_45_46,3614.720083396322
2025-02-17_46_48,2198.004921978278
2025-01-08_47_06,2978.49693203938
2025-01-30_05_47,1865.6041527690325
2025-02-12_45_03,1774.3349869000053
2025-02-03_36_07,1501.8888479115894
2025-02-22_46_26,1832.6003066369717
2025-01-22_11_36,1415.4497911835492
2025-01-16_36_27,1064.0342110134916
2025-02-01_22_36,1481.8221542572421
2025-02-18_33_46,1151.9828441398922
2025-01-29_46_18,1392.0819959369976
2025-01-19_09_45,5521.933956340961
2025-01-29_02_47,1676.9338923678083
2025-01-06_47_08,968.0725682827845
2025-02-19_02_16,1330.2116773531197
2025-02-21_46_20,1969.8234638499962
2025-01-11_31_02,2218.442958587562
2025-02-10_28_45,2867.737784752474
2025-02-25_31_02,2037.7455794244588
2025-02-17_35_46,2777.636434459835
2025-02-27_43_47,1635.4341121421533
2025-02-23_23_13,2139.247363298523
2025-01-03_31_02,2422.044154778472
2025-01-14_47_02,1434.5335334406825
2025-01-21_12_36,1588.3625346817548
2025-01-01_40_02,2986.6378974431013
2025-02-23_28_47,3529.3131278253195
2025-01-02_46_09,4124.447936868272
2025-01-05_36_07,1776.8941922258728
2025-02-10_46_33,1028.8459738775443
2025-01-01_36_41,3640.3818286991896
2025-02-04_38_36,1735.9541492093472
2025-02-21_47_03,2962.9055797063484
2025-01-18_45_28,2506.3729962214893
2025-01-18_25_23,1567.361977947364
2025-02-02_28_45,4285.94402048512
2025-02-23_02_21,1561.6596423946214
2025-02-17_25_23,1299.6632791699117
2025-02-25_45_48,3237.9766529770422
2025-02-03_21_02,1366.2048428462158
2025-01-02_19_02,1906.700046505112
2025-01-25_35_46,1823.622851126201
2025-02-13_18_46,1231.8819134355008
2025-01-07_45_39,1028.9461616267954
2025-02-09_47_02,2263.955627862994
2025-01-28_41_36,3205.9156032043284
2025-02-21_02_16,1807.412081287584
2025-02-11_46_09,3622.9300239616223
2025-02-28_07_36,1827.5726015159007
2025-02-19_45_42,1661.6943775507348
2025-01-25_19_02,2249.554504791911
2025-01-26_46_26,1856.784163795248
2025-01-01_47_45,6246.345339627142
2025-02-11_02_47,1497.582997885607
2025-02-17_43_47,2699.7310901965416
2025-01-24_47_45,4013.3386351560266
2025-01-24_47_08,1322.0771942944164
2025-01-24_28_45,1262.490226220112
2025-02-26_46_48,5767.443784682172
2025-01-12_47_45,4407.035650793319
2025-01-11_46_26,2261.86583687103
2025-02-21_11_36,2241.6234877432616
2025-01-05_47_05,3459.942684931244
2025-01-18_02_19,2333.6322467046466
2025-01-24_45_09,4399.542126669692
2025-01-05_02_47,2826.6366780235785
2025-01-25_48_46,3787.975324122346
2025-02-24_08_47,1651.276894935194
2025-02-05_06_47,1301.1943406496837
2025-02-18_44_46,1859.1230620484957
2025-01-19_30_14,1420.490058276922
2025-01-29_44_46,1427.169437072531
2025-02-26_47_28,2271.39532630006
2025-01-12_02_24,1088.1353577819257
2025-02-02_02_16,1729.580522352963
2025-02-26_46_45,3326.0860989660787
2025-02-02_19_30,2390.573163645336
2025-01-17_46_44,3385.526591141755
2025-02-13_09_46,3611.0716356527873
2025-02-25_45_09,4601.276416244868
2025-01-24_02_01,1607.1740198969217
2025-02-28_09_46,4712.262891957324
2025-02-22_17_23,1169.2757931792055
2025-02-13_47_03,2247.086217314155
2025-02-02_38_36,2097.745495327178
2025-02-27_44_45,907.6375206843128
2025-01-28_47_03,1036.9377334459798
2025-01-22_47_43,1741.7106196327209
2025-01-24_02_30,2718.7148454292205
2025-02-02_03_47,2799.153433779626
2025-02-07_11_36,2278.4695205209273
2025-02-15_19_32,2906.044019829744
2025-02-05_35_46,1582.0355161173998
2025-02-02_30_02,2942.3750347547
2025-02-21_30_14,2313.7946944241057
2025-01-12_45_42,1574.4080382594148
2025-01-27_27_36,1577.3782762975527
2025-01-17_02_31,3061.6219409729397
2025-02-18_17_23,1203.0087561510231
2025-02-22_48_45,1514.6808564453331
2025-01-24_12_36,1703.2039716880122
2025-01-02_45_47,4113.071537065267
2025-01-02_38_36,1157.4245841719649
2025-01-26_02_21,1454.2094145484818
2025-01-07_07_36,1263.580007880412
2025-02-27_14_30,1273.6025842304657
2025-02-12_37_36,5475.130155384852
2025-01-28_08_47,1214.1196378082777
2025-02-17_47_28,1853.1620467503121
2025-02-13_45_42,2139.363359986909
2025-02-04_23_13,1357.544051754857
2025-01-02_05_47,2821.2391903708544
2025-02-12_02_14,1224.1735458675087
2025-01-28_11_36,1730.3027503702801
2025-01-20_23_25,1074.4532435046337
2025-02-09_18_46,2752.2675169394456
2025-01-31_46_45,4354.25199070193
2025-02-16_36_22,1857.5272389447193
2025-02-24_42_45,1853.8446582471747
2025-02-15_02_24,1435.5507683635535
2025-02-15_45_47,4702.1177086895195
2025-01-29_45_09,3044.2468469935484
2025-02-04_47_10,1111.4530756830322
2025-02-01_02_19,2628.623371370813
2025-02-23_30_14,1418.5075806095992
2025-01-21_23_25,1526.7418994171815
2025-01-08_47_03,2762.980433615719
2025-01-01_02_30,1989.7539993400944
2025-02-04_02_21,1336.0410328278435
2025-02-08_37_36,4767.259912025793
2025-01-31_28_45,1416.116807738136
2025-01-10_45_34,3529.3159264519954
2025-02-05_46_26,1342.3557619932403
2025-01-07_45_28,2461.718289179875
2025-02-20_18_46,1234.4364397088289
2025-01-06_14_30,1745.6977322482248
2025-02-22_45_47,4436.1926640261445
2025-02-01_41_36,3494.024579762078
2025-01-09_47_46,2269.4045857992396
2025-02-17_14_30,1979.875721897291
2025-01-30_02_21,1454.4918153037174
2025-01-02_01_02,1135.439536651832
2025-01-03_08_47,1066.3166825467854
2025-01-02_46_44,1916.7219350903454
2025-02-05_02_24,1200.8757735450824
2025-02-01_13_23,2277.7768795799784
2025-02-19_16_02,1156.6841083531694
2025-02-23_31_02,3371.4161767614637
2025-01-27_45_09,2106.0608008702816
2025-02-01_43_47,2916.1873172601913
2025-02-18_48_46,2997.286050192728
2025-01-16_43_47,4715.367071831092
2025-02-07_28_47,1955.0339070484124
2025-01-10_25_23,1242.8471379270825
2025-01-03_45_03,1792.9435458323212
2025-02-22_11_36,2819.365913488659
2025-02-16_47_08,1690.5613281200176
2025-02-16_03_47,2672.7927641154265
2025-02-26_42_45,1542.6171028696763
2025-02-19_23_13,1273.9782090486376
2025-01-01_02_47,2017.3237779365584
2025-01-27_36_27,886.7002280489183
2025-01-16_25_23,958.0001690125422
2025-01-04_02_01,1328.4346908032958
2025-02-24_02_24,1098.5912902329005
2025-02-04_02_30,1678.5127754539405
2025-02-14_36_07,2345.9926214611887
2025-01-08_45_42,1349.3238589679906
2025-02-17_48_45,2229.967149732825
2025-02-23_45_42,2095.6262709954854
2025-01-20_11_36,2074.434901864155
2025-02-04_43_47,1756.937335477627
2025-02-07_45_34,3192.412103336906
2025-01-10_46_33,4020.774757090944
2025-02-04_46_44,1547.7148124887385
2025-02-27_25_23,1512.848932502755
2025-02-28_06_47,1186.9746818255328
2025-02-08_36_12,1820.396842417733
2025-01-01_39_45,3407.811188958941
2025-01-21_02_40,1978.374044380134
2025-01-22_19_30,1353.8531954002144
2025-01-31_45_34,3458.672595502152
2025-01-26_11_36,2740.667364988039
2025-02-10_47_05,2189.4134778878833
2025-02-21_43_47,2548.4885216959
2025-01-04_12_36,1653.5777708726446
2025-01-08_30_14,1241.7706120497028
2025-02-22_45_05,2069.854019509157
2025-02-28_46_47,2311.1447565704925
2025-01-20_36_37,829.3863029356148
2025-01-13_02_16,1403.421303809544
2025-01-23_15_46,1016.9523004906213
2025-01-15_47_28,2217.9736006080557
2025-02-03_32_19,2613.791522283601
2025-01-22_02_47,1649.4572562564601
2025-02-06_28_47,1811.4592364345806
2025-02-07_07_36,1776.6028841868008
2025-01-02_45_09,2761.8530375078267
2025-01-15_03_45,3275.587994021347
2025-02-06_47_08,1447.1203204503836
2025-02-12_45_09,2823.032250771532
2025-01-14_02_31,1533.525578709055
2025-02-28_23_13,2249.5083004734133
2025-01-09_25_23,1097.2077608906843
2025-02-27_44_46,1987.5445003831048
2025-01-07_46_45,3433.4332602989352
2025-02-23_09_45,5309.595896585588
2025-02-18_36_22,1120.97513657508
2025-01-12_35_46,2590.182957505264
2025-02-13_38_36,1497.3885068809823
2025-02-28_20_46,2023.999317506069
2025-01-20_46_44,1859.5448108508747
2025-02-17_09_45,4124.189695551045
2025-01-03_28_47,1011.2393482291467
2025-02-06_30_02,1794.7000422670799
2025-01-14_11_36,1614.9518165904371
2025-01-31_30_02,1857.4969618012767
2025-02-10_03_45,1679.6663904459897
2025-02-04_45_42,1336.1999773995399
2025-01-20_18_46,2695.3908991481962
2025-02-24_13_23,2664.872158672159
2025-01-29_15_46,1006.4725151233681
2025-01-06_47_10,1250.7344513203916
2025-01-25_07_36,1659.0561146615964
2025-01-20_04_29,1288.1926249715505
2025-01-27_46_33,694.3349059912802
2025-02-23_19_32,2905.516731739095
2025-02-13_11_36,2860.9931780345987
2025-01-01_28_47,1616.3912240311763
2025-01-30_09_45,2249.0524628268877
2025-01-13_03_45,1822.278691122884
2025-02-22_31_02,2215.9800503549413
2025-01-22_01_02,1170.7142097983894
2025-01-04_13_23,1995.7197360469954
2025-02-19_08_47,1500.2475702247257
2025-02-14_44_45,1186.471708191162
2025-02-18_45_39,1240.139421121256
2025-02-15_23_25,1490.8463389914568
2025-01-19_04_29,1205.6287226975444
2025-01-05_25_23,2676.6148396586423
2025-02-13_19_30,1707.3647620167762
2025-01-02_28_47,1230.4503098753053
2025-02-03_47_05,2470.879198832484
2025-02-25_02_01,1311.8933718874196
2025-01-25_05_47,2237.029898110904
2025-02-14_02_21,1721.6076799016287
2025-02-11_47_46,1674.229045203386
2025-02-04_02_47,1884.591700222199
2025-01-29_46_09,3433.9277798963763
2025-01-08_27_36,1222.6513246926952
2025-02-13_43_47,2184.556863572003
2025-01-05_14_30,2536.584667131107
2025-02-18_18_46,1256.8437982071086
2025-01-07_46_09,3290.9706207616605
2025-02-04_39_45,1436.6618866244153
2025-02-14_02_40,3147.7712929019626
